"text","title"
"of Holland, Austria, and England had concluded a treaty of alliance at","Twenty Thousand Leagues under the Sea"
"the Hague, with the intention of plucking the crown of Spain from the","Twenty Thousand Leagues under the Sea"
"head of Philip V, and placing it on that of an archduke to whom they","Twenty Thousand Leagues under the Sea"
"prematurely gave the title of Charles III.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Spain must resist this coalition; but she was almost entirely","Twenty Thousand Leagues under the Sea"
"unprovided with either soldiers or sailors. However, money would not","Twenty Thousand Leagues under the Sea"
"fail them, provided that their galleons, laden with gold and silver","Twenty Thousand Leagues under the Sea"
"from America, once entered their ports. And about the end of 1702 they","Twenty Thousand Leagues under the Sea"
"expected a rich convoy which France was escorting with a fleet of","Twenty Thousand Leagues under the Sea"
"twenty-three vessels, commanded by Admiral Chateau-Renaud, for the","Twenty Thousand Leagues under the Sea"
"ships of the coalition were already beating the Atlantic. This convoy","Twenty Thousand Leagues under the Sea"
"was to go to Cadiz, but the Admiral, hearing that an English fleet was","Twenty Thousand Leagues under the Sea"
"cruising in those waters, resolved to make for a French port.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“The Spanish commanders of the convoy objected to this decision. They","Twenty Thousand Leagues under the Sea"
"wanted to be taken to a Spanish port, and, if not to Cadiz, into Vigo","Twenty Thousand Leagues under the Sea"
"Bay, situated on the northwest coast of Spain, and which was not","Twenty Thousand Leagues under the Sea"
"blocked.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Admiral Chateau-Renaud had the rashness to obey this injunction, and","Twenty Thousand Leagues under the Sea"
"the galleons entered Vigo Bay.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Unfortunately, it formed an open road which could not be defended in","Twenty Thousand Leagues under the Sea"
"any way. They must therefore hasten to unload the galleons before the","Twenty Thousand Leagues under the Sea"
"arrival of the combined fleet; and time would not have failed them had","Twenty Thousand Leagues under the Sea"
"not a miserable question of rivalry suddenly arisen.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“You are following the chain of events?” asked Captain Nemo.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Perfectly,” said I, not knowing the end proposed by this historical","Twenty Thousand Leagues under the Sea"
"lesson.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“I will continue. This is what passed. The merchants of Cadiz had a","Twenty Thousand Leagues under the Sea"
"privilege by which they had the right of receiving all merchandise","Twenty Thousand Leagues under the Sea"
"coming from the West Indies. Now, to disembark these ingots at the port","Twenty Thousand Leagues under the Sea"
"of Vigo was depriving them of their rights. They complained at Madrid,","Twenty Thousand Leagues under the Sea"
"and obtained the consent of the weak-minded Philip that the convoy,","Twenty Thousand Leagues under the Sea"
"without discharging its cargo, should remain sequestered in the roads","Twenty Thousand Leagues under the Sea"
"of Vigo until the enemy had disappeared.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“But whilst coming to this decision, on the 22nd of October, 1702, the","Twenty Thousand Leagues under the Sea"
"English vessels arrived in Vigo Bay, when Admiral Chateau-Renaud, in","Twenty Thousand Leagues under the Sea"
"spite of inferior forces, fought bravely. But, seeing that the treasure","Twenty Thousand Leagues under the Sea"
"must fall into the enemy’s hands, he burnt and scuttled every galleon,","Twenty Thousand Leagues under the Sea"
"which went to the bottom with their immense riches.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Captain Nemo stopped. I admit I could not see yet why this history","Twenty Thousand Leagues under the Sea"
"should interest me.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Well?” I asked.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Well, M. Aronnax,” replied Captain Nemo, “we are in that Vigo Bay; and","Twenty Thousand Leagues under the Sea"
"it rests with yourself whether you will penetrate its mysteries.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"The Captain rose, telling me to follow him. I had had time to recover.","Twenty Thousand Leagues under the Sea"
"I obeyed. The saloon was dark, but through the transparent glass the","Twenty Thousand Leagues under the Sea"
"waves were sparkling. I looked.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"For half a mile around the _Nautilus_, the waters seemed bathed in","Twenty Thousand Leagues under the Sea"
"electric light. The sandy bottom was clean and bright. Some of the","Twenty Thousand Leagues under the Sea"
"ship’s crew in their diving-dresses were clearing away half-rotten","Twenty Thousand Leagues under the Sea"
"barrels and empty cases from the midst of the blackened wrecks. From","Twenty Thousand Leagues under the Sea"
"these cases and from these barrels escaped ingots of gold and silver,","Twenty Thousand Leagues under the Sea"
"cascades of piastres and jewels. The sand was heaped up with them.","Twenty Thousand Leagues under the Sea"
"Laden with their precious booty, the men returned to the _Nautilus_,","Twenty Thousand Leagues under the Sea"
"disposed of their burden, and went back to this inexhaustible fishery","Twenty Thousand Leagues under the Sea"
"of gold and silver.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I understood now. This was the scene of the battle of the 22nd of","Twenty Thousand Leagues under the Sea"
"October, 1702. Here on this very spot the galleons laden for the","Twenty Thousand Leagues under the Sea"
"Spanish Government had sunk. Here Captain Nemo came, according to his","Twenty Thousand Leagues under the Sea"
"wants, to pack up those millions with which he burdened the _Nautilus_.","Twenty Thousand Leagues under the Sea"
"It was for him and him alone America had given up her precious metals.","Twenty Thousand Leagues under the Sea"
"He was heir direct, without anyone to share, in those treasures torn","Twenty Thousand Leagues under the Sea"
"from the Incas and from the conquered of Ferdinand Cortez.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Did you know, sir,” he asked, smiling, “that the sea contained such","Twenty Thousand Leagues under the Sea"
"riches?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“I knew,” I answered, “that they value money held in suspension in","Twenty Thousand Leagues under the Sea"
"these waters at two millions.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Doubtless; but to extract this money the expense would be greater than","Twenty Thousand Leagues under the Sea"
"the profit. Here, on the contrary, I have but to pick up what man has","Twenty Thousand Leagues under the Sea"
"lost—and not only in Vigo Bay, but in a thousand other ports where","Twenty Thousand Leagues under the Sea"
"shipwrecks have happened, and which are marked on my submarine map. Can","Twenty Thousand Leagues under the Sea"
"you understand now the source of the millions I am worth?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“I understand, Captain. But allow me to tell you that in exploring Vigo","Twenty Thousand Leagues under the Sea"
"Bay you have only been beforehand with a rival society.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“And which?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“A society which has received from the Spanish Government the privilege","Twenty Thousand Leagues under the Sea"
"of seeking those buried galleons. The shareholders are led on by the","Twenty Thousand Leagues under the Sea"
"allurement of an enormous bounty, for they value these rich shipwrecks","Twenty Thousand Leagues under the Sea"
"at five hundred millions.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Five hundred millions they were,” answered Captain Nemo, “but they are","Twenty Thousand Leagues under the Sea"
"so no longer.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Just so,” said I; “and a warning to those shareholders would be an act","Twenty Thousand Leagues under the Sea"
"of charity. But who knows if it would be well received? What gamblers","Twenty Thousand Leagues under the Sea"
"usually regret above all is less the loss of their money than of their","Twenty Thousand Leagues under the Sea"
"foolish hopes. After all, I pity them less than the thousands of","Twenty Thousand Leagues under the Sea"
"unfortunates to whom so much riches well-distributed would have been","Twenty Thousand Leagues under the Sea"
"profitable, whilst for them they will be for ever barren.”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"I had no sooner expressed this regret than I felt that it must have","Twenty Thousand Leagues under the Sea"
"wounded Captain Nemo.","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"“Barren!” he exclaimed, with animation. “Do you think then, sir, that","Twenty Thousand Leagues under the Sea"
"these riches are lost because I gather them? Is it for myself alone,","Twenty Thousand Leagues under the Sea"
"according to your idea, that I take the trouble to collect these","Twenty Thousand Leagues under the Sea"
"treasures? Who told you that I did not make a good use of it? Do you","Twenty Thousand Leagues under the Sea"
"think I am ignorant that there are suffering beings and oppressed races","Twenty Thousand Leagues under the Sea"
"on this earth, miserable creatures to console, victims to avenge? Do","Twenty Thousand Leagues under the Sea"
"you not understand?”","Twenty Thousand Leagues under the Sea"
"","Twenty Thousand Leagues under the Sea"
"Captain Nemo stopped at these last words, regretting perhaps that he","Twenty Thousand Leagues under the Sea"
"had spoken so much. But I had guessed that, whatever the motive which","Twenty Thousand Leagues under the Sea"
